codigo,region,comuna,poblacion,personas_pobreza_por_ingresos,porcentaje_pobreza_por_ingresos_2022,limite_inferior_ingreso,limite_superior_ingreso,presencia_comuna_casen,tipo_de_estimacion_sae,porcentaje_pobreza_multidimensional_2022,limite_inferior_multidimensional,limite_superior_multidimensional
8101,Biobío,Concepción,239074.0,12926.0,0.05406677251173651,0.03934960989383889,0.06878393512963414,Sí,Directa y Sintética (Fay-Herriot),0.1147780254770943,0.09091721563978208,0.1386388353144065
8102,Biobío,Coronel,127830.0,8025.0,0.06277480748510066,0.03991798612992158,0.08563162884027972,Sí,Directa y Sintética (Fay-Herriot),0.1357765716343146,0.1040178629054844,0.1675352803631448
8103,Biobío,Chiguayante,91687.0,5236.0,0.05710676982139559,0.03256531920472641,0.08164822043806477,Sí,Directa y Sintética (Fay-Herriot),0.1086998656243048,0.07060367208695059,0.1467960591616589
8104,Biobío,Florida,11869.0,1279.0,0.1077854627772424,0.06072883908157788,0.1548420864729069,Sí,Directa y Sintética (Fay-Herriot),0.2743999992297454,0.20408284527148,0.3447171531880108
8105,Biobío,Hualqui,26558.0,2746.0,0.1033807937198529,0.06488665351994996,0.1418749339197559,Sí,Directa y Sintética (Fay-Herriot),0.2086274386008481,0.1550759870542639,0.2621788901474323
8106,Biobío,Lota,45553.0,3834.0,0.08415915034083185,0.05064345607654097,0.1176748446051227,Sí,Directa y Sintética (Fay-Herriot),0.1751600700905135,0.1250077970049433,0.2253123431760837
8107,Biobío,Penco,50090.0,3032.0,0.06053313693193336,0.03236075322371516,0.08870552064015155,Sí,Directa y Sintética (Fay-Herriot),0.1152410352340905,0.07650620994997756,0.1539758605182034
8108,Biobío,San Pedro De La Paz,150780.0,8172.0,0.05419591293707465,0.03528391685845134,0.07310790901569796,Sí,Directa y Sintética (Fay-Herriot),0.09453513253157869,0.06350352109705237,0.125566743966105
8109,Biobío,Santa Juana,14855.0,1902.0,0.1280438568771017,0.07486971138460086,0.1812180023696024,Sí,Sintética,0.1932417650525873,0.1419872277570938,0.2444963023480808
8110,Biobío,Talcahuano,158184.0,8040.0,0.0508274311371509,0.03089196743629725,0.07076289483800455,Sí,Directa y Sintética (Fay-Herriot),0.1055202428923566,0.08193601202912258,0.1291044737555906
8111,Biobío,Tomé,58999.0,4706.0,0.07976940720072444,0.05119282255226336,0.1083459918491855,Sí,Directa y Sintética (Fay-Herriot),0.153392936651816,0.1148284695229174,0.1919574037807145
8112,Biobío,Hualpén,97776.0,3144.0,0.03215565444671543,0.009351657529875716,0.05495965136355516,Sí,Directa y Sintética (Fay-Herriot),0.09681399100383505,0.0656170757163725,0.1280109062912976
8201,Biobío,Lebu,27138.0,2856.0,0.1052461122573942,0.0653336883724541,0.1451585361423343,Sí,Directa y Sintética (Fay-Herriot),0.2635464883090293,0.2081290555560091,0.3189639210620496
8202,Biobío,Arauco,38861.0,3574.0,0.09196337778997375,0.05274461773247197,0.1311821378474755,Sí,Directa y Sintética (Fay-Herriot),0.170527167685417,0.1160028872899019,0.2250514480809321
8203,Biobío,Cañete,37296.0,4950.0,0.1327324636700346,0.08525872135515339,0.1802062059849159,Sí,Directa y Sintética (Fay-Herriot),0.2725037414105536,0.2113715553835781,0.3336359274375292
8204,Biobío,Contulmo,6354.0,781.0,0.1229370962304697,0.07783385902340915,0.1680403334375302,Sí,Directa y Sintética (Fay-Herriot),0.2334205373874799,0.1725012549339182,0.2943398198410416
8205,Biobío,Curanilahue,33936.0,2879.0,0.08483693561802849,0.04705576150842185,0.1226181097276351,Sí,Directa y Sintética (Fay-Herriot),0.1982850550599733,0.1461800818293057,0.2503900282906409
8206,Biobío,Los Álamos,22801.0,2532.0,0.1110636110482628,0.06804448008921177,0.1540827420073138,Sí,Directa y Sintética (Fay-Herriot),0.1949182305379775,0.1372204436107944,0.2526160174651606
8207,Biobío,Tirúa,11078.0,2225.0,0.2008124298944406,0.148323044590407,0.2533018151984742,Sí,Directa y Sintética (Fay-Herriot),0.3412283249669039,0.2672520791419857,0.415204570791822
8301,Biobío,Los Ángeles,221851.0,18753.0,0.08453032224259051,0.06307609244131056,0.1059845520438705,Sí,Directa y Sintética (Fay-Herriot),0.1410373788294475,0.1138164522356473,0.1682583054232477
8302,Biobío,Antuco,4318.0,624.0,0.1445153956231243,0.08831283532855876,0.2007179559176898,Sí,Sintética,0.1357727680901923,0.09318362659180753,0.1783619095885771
8303,Biobío,Cabrero,30973.0,3206.0,0.1035195465766158,0.06209429129300163,0.1449448018602299,Sí,Directa y Sintética (Fay-Herriot),0.1696590997670865,0.1178546106024441,0.221463588931729
8304,Biobío,Laja,23909.0,2693.0,0.1126259380668065,0.06849416399755652,0.1567577121360565,Sí,Directa y Sintética (Fay-Herriot),0.1630933665450215,0.1113612362150306,0.2148254968750125
8305,Biobío,Mulchén,31099.0,3782.0,0.1216238491587788,0.07488276016839568,0.168364938149162,Sí,Directa y Sintética (Fay-Herriot),0.2250082407336402,0.1679607531639959,0.2820557283032845
8306,Biobío,Nacimiento,28003.0,3073.0,0.109726027871444,0.0647232688633718,0.1547287868795161,Sí,Directa y Sintética (Fay-Herriot),0.1190982975603903,0.07277949676570647,0.1654170983550742
8307,Biobío,Negrete,10527.0,1047.0,0.09945547522983768,0.05161355865719523,0.1472973918024801,Sí,Sintética,0.1479066971047656,0.09925314437429393,0.1965602498352372
8308,Biobío,Quilaco,4182.0,545.0,0.1302699543346095,0.07064961157338392,0.1898902970958351,Sí,Sintética,0.1791983659002294,0.1270491224193842,0.2313476093810746
8309,Biobío,Quilleco,10006.0,1349.0,0.1348236293186302,0.07547762647884637,0.194169632158414,Sí,Sintética,0.1798665491260707,0.123752239231999,0.2359808590201424
8310,Biobío,San Rosendo,3569.0,392.0,0.1097114228804065,0.05740073153752299,0.16202211422329,Sí,Sintética,0.1442366037432356,0.09027810679638046,0.1981951006900907
8311,Biobío,Santa Bárbara,14648.0,2159.0,0.1474064808854524,0.1008769983588821,0.1939359634120226,Sí,Directa y Sintética (Fay-Herriot),0.179607765447841,0.1170417671061055,0.2421737637895765
8312,Biobío,Tucapel,15340.0,1680.0,0.1095376758567159,0.06960075877074508,0.1494745929426868,Sí,Directa y Sintética (Fay-Herriot),0.1521601553846696,0.09992452497964277,0.2043957857896964
8313,Biobío,Yumbel,22180.0,2786.0,0.1255900304518519,0.07711934613172057,0.1740607147719833,Sí,Directa y Sintética (Fay-Herriot),0.1611046980422006,0.1043142693888636,0.2178951266955377
8314,Biobío,Alto Biobío,6784.0,1500.0,0.2211119832696153,0.1649575959693683,0.2772663705698623,Sí,Directa y Sintética (Fay-Herriot),0.3891185831387436,0.3186950036547996,0.4595421626226875
9101,La Araucanía,Temuco,307099.0,26372.0,0.08587311346858956,0.06982136054962226,0.1019248663875569,Sí,Directa y Sintética (Fay-Herriot),0.1386498346664029,0.1121150540363737,0.1651846152964321
9102,La Araucanía,Carahue,25516.0,4571.0,0.1791262112929498,0.1226242091059754,0.2356282134799242,Sí,Directa y Sintética (Fay-Herriot),0.3040528466908992,0.2408318658595924,0.367273827522206
9103,La Araucanía,Cunco,18059.0,2674.0,0.1480947838943408,0.1013924642179636,0.1947971035707179,Sí,Directa y Sintética (Fay-Herriot),0.1798340013016798,0.1231848214890727,0.2364831811142869
9104,La Araucanía,Curarrehue,7842.0,1193.0,0.1521925567262996,0.1050172819821224,0.1993678314704768,Sí,Directa y Sintética (Fay-Herriot),0.2310883451868623,0.1702157316626647,0.29196095871106
9105,La Araucanía,Freire,25479.0,3672.0,0.1441236436286287,0.09927604867605086,0.1889712385812066,Sí,Directa y Sintética (Fay-Herriot),0.2504313802928911,0.1866005656556518,0.3142621949301304
9106,La Araucanía,Galvarino,12594.0,2111.0,0.1675842073730385,0.1089143409680895,0.2262540737779875,Sí,Directa y Sintética (Fay-Herriot),0.399338288860634,0.3130028487414677,0.4856737289798003
9107,La Araucanía,Gorbea,15089.0,1925.0,0.12754527656974,0.08081258447133097,0.1742779686681491,Sí,Directa y Sintética (Fay-Herriot),0.1979370321525757,0.1346521293556297,0.2612219349495217
9108,La Araucanía,Lautaro,41460.0,3654.0,0.08813353056098992,0.05160237856763168,0.1246646825543482,Sí,Directa y Sintética (Fay-Herriot),0.1950039856942205,0.1403330438032899,0.2496749275851512
9109,La Araucanía,Loncoche,24780.0,3042.0,0.1227706099754267,0.07512205261540426,0.1704191673354491,Sí,Directa y Sintética (Fay-Herriot),0.1570289721390054,0.1032163660012202,0.2108415782767907
9110,La Araucanía,Melipeuco,6299.0,987.0,0.1566905777888791,0.1075860382194656,0.2057951173582926,Sí,Directa y Sintética (Fay-Herriot),0.1757631275205453,0.1203492042045437,0.2311770508365469
9111,La Araucanía,Nueva Imperial,34018.0,4364.0,0.1282838681912552,0.0839100707997666,0.1726576655827439,Sí,Directa y Sintética (Fay-Herriot),0.2358469572435264,0.1808606389465954,0.2908332755404574
9112,La Araucanía,Padre Las Casas,84144.0,10688.0,0.1270210990427323,0.0946588166378568,0.1593833814476078,Sí,Directa y Sintética (Fay-Herriot),0.1981529984749603,0.1524375579472194,0.2438684390027011
9113,La Araucanía,Perquenco,7259.0,1027.0,0.1414140149910871,0.08447818270664004,0.1983498472755342,Sí,Sintética,0.2323790597862453,0.1683713865649014,0.2963867330075893
9114,La Araucanía,Pitrufquén,26418.0,2820.0,0.1067562143921306,0.06688226138876563,0.1466301673954956,Sí,Directa y Sintética (Fay-Herriot),0.1753362090468202,0.127547961115566,0.2231244569780744
9115,La Araucanía,Pucón,30373.0,2477.0,0.08156309193863791,0.0489437666060273,0.1141824172712485,Sí,Directa y Sintética (Fay-Herriot),0.2007808323040329,0.1443996342486917,0.257162030359374
9116,La Araucanía,Saavedra,12717.0,3087.0,0.2427790507363581,0.1910868102485796,0.2944712912241365,Sí,Directa y Sintética (Fay-Herriot),0.4446117256808059,0.3614942493400774,0.5277292020215344
9117,La Araucanía,Teodoro Schmidt,15767.0,3143.0,0.1993382101295594,0.1455936503914618,0.2530827698676571,Sí,Directa y Sintética (Fay-Herriot),0.2592297182952448,0.1915264341896582,0.3269330024008313
9118,La Araucanía,Toltén,9981.0,1676.0,0.1678913118682342,0.1081563860231304,0.2276262377133381,Sí,Sintética,0.2672949053851563,0.1982196407508258,0.3363701700194869
9119,La Araucanía,Vilcún,31949.0,3742.0,0.1171375768691899,0.07291899811146801,0.1613561556269118,Sí,Directa y Sintética (Fay-Herriot),0.2274699305910103,0.1674464629511919,0.2874933982308288
9120,La Araucanía,Villarrica,60093.0,4612.0,0.07674309015865927,0.04849708893325918,0.1049890913840593,Sí,Directa y Sintética (Fay-Herriot),0.1569900574524313,0.1166882666717017,0.1972918482331609
9121,La Araucanía,Cholchol,12539.0,2469.0,0.1968788132237581,0.1431638618260788,0.2505937646214373,Sí,Directa y Sintética (Fay-Herriot),0.3651108177317344,0.2890305946103876,0.4411910408530813
9201,La Araucanía,Angol,56542.0,5104.0,0.09026620950091796,0.05724477856695159,0.1232876404348843,Sí,Directa y Sintética (Fay-Herriot),0.1963600674638373,0.1559255087373557,0.2367946261903189
9202,La Araucanía,Collipulli,26414.0,3470.0,0.1313837175107866,0.08531794113730161,0.1774494938842715,Sí,Directa y Sintética (Fay-Herriot),0.2207295548304465,0.1618715213464955,0.2795875883143975
9203,La Araucanía,Curacautín,18217.0,1991.0,0.1092938122360393,0.0673187800410801,0.1512688444309984,Sí,Directa y Sintética (Fay-Herriot),0.1889667081808378,0.1232889566502681,0.2546444597114075
9204,La Araucanía,Ercilla,8422.0,1503.0,0.1784881441824691,0.133746715863671,0.2232295725012671,Sí,Directa y Sintética (Fay-Herriot),0.4159821195200991,0.3610671128899473,0.470897126150251
9205,La Araucanía,Lonquimay,11091.0,2036.0,0.1836051616650008,0.1214714928475056,0.245738830482496,Sí,Directa y Sintética (Fay-Herriot),0.3196250733089366,0.2423340697327964,0.3969160768850769
9206,La Araucanía,Los Sauces,7494.0,1301.0,0.1735602636652928,0.1243836627381119,0.2227368645924736,Sí,Directa y Sintética (Fay-Herriot),0.2547271186018171,0.1957230998413272,0.313731137362307
9207,La Araucanía,Lumaco,9959.0,2138.0,0.2146869468141867,0.1561634963686915,0.273210397259682,Sí,Directa y Sintética (Fay-Herriot),0.341354691288683,0.2668973821650983,0.4158120004122677
9208,La Araucanía,Purén,12136.0,1571.0,0.1294895634365,0.08301652989693019,0.1759625969760698,Sí,Directa y Sintética (Fay-Herriot),0.3092650906976528,0.2450655931895495,0.3734645882057562
9209,La Araucanía,Renaico,10939.0,1365.0,0.1247576527893416,0.07199153473627493,0.1775237708424082,Sí,Sintética,0.1661970247749153,0.1091608610505319,0.2232331884992987
9210,La Araucanía,Traiguén,19278.0,2727.0,0.1414555179852079,0.09368053332929183,0.189230502641124,Sí,Directa y Sintética (Fay-Herriot),0.2114692834493723,0.1528828614454483,0.2700557054532963
9211,La Araucanía,Victoria,35534.0,5099.0,0.1434975133541408,0.1048031680048244,0.1821918587034571,Sí,Directa y Sintética (Fay-Herriot),0.1934026351309397,0.1397554305636272,0.2470498396982523
10101,Los Lagos,Puerto Montt,276525.0,17963.0,0.06496075205539688,0.05284901333834533,0.07707249077244843,Sí,Directa y Sintética (Fay-Herriot),0.1549817387771495,0.1255988837005868,0.1843645938537122
10102,Los Lagos,Calbuco,37293.0,3174.0,0.08510298443700641,0.04666509456226878,0.123540874311744,Sí,Directa y Sintética (Fay-Herriot),0.3312038814801961,0.2709373170992325,0.3914704458611598
10103,Los Lagos,Cochamó,3972.0,429.0,0.1079937247332228,0.05333522720534381,0.1626522222611018,No,Sintética,0.2273495510319352,0.135542940660471,0.3191561614033994
10104,Los Lagos,Fresia,12606.0,1413.0,0.1120609040367706,0.06732195369125205,0.1567998543822892,Sí,Directa y Sintética (Fay-Herriot),0.2855706635910681,0.2123176770378894,0.3588236501442468
10105,Los Lagos,Frutillar,20589.0,1202.0,0.05836224763555845,0.02766502644024352,0.08905946883087339,Sí,Directa y Sintética (Fay-Herriot),0.2031228134917048,0.1410431662201119,0.2652024607632977
10106,Los Lagos,Los Muermos,17826.0,2076.0,0.116458852845239,0.06924086073394989,0.1636768449565281,Sí,Directa y Sintética (Fay-Herriot),0.2922247036839122,0.2151792451267431,0.3692701622410813
10107,Los Lagos,Llanquihue,18775.0,1111.0,0.05916948740219628,0.01746046424060775,0.1008785105637848,Sí,Sintética,0.1795517139823419,0.1209279141430801,0.2381755138216037
10108,Los Lagos,Maullín,14796.0,1879.0,0.1269646823510594,0.0792348984400296,0.1746944662620891,Sí,Directa y Sintética (Fay-Herriot),0.3018116725949436,0.2276336141762403,0.375989731013647
10109,Los Lagos,Puerto Varas,50272.0,1063.0,0.02114984096160757,0.003532061420959923,0.03876762050225523,Sí,Directa y Sintética (Fay-Herriot),0.1399656981389983,0.0907301535771472,0.1892012427008494
10201,Los Lagos,Castro,48336.0,1559.0,0.03226115623962791,0.008504816274630733,0.05601749620462509,Sí,Directa y Sintética (Fay-Herriot),0.1821138994250152,0.1325531138215963,0.2316746850284341
10202,Los Lagos,Ancud,42489.0,2348.0,0.05525791917356562,0.0281490282384851,0.08236681010864613,Sí,Directa y Sintética (Fay-Herriot),0.2295276483630872,0.1758531284635055,0.2832021682626689
10203,Los Lagos,Chonchi,16180.0,1501.0,0.09279663915861067,0.04434443560967679,0.1412488427075445,Sí,Sintética,0.2844525905593493,0.2095820027838494,0.3593231783348492
10204,Los Lagos,Curaco De Vélez,4109.0,388.0,0.09454132406176127,0.0444096044099477,0.1446730437135748,Sí,Sintética,0.2633466625474813,0.1760583681160319,0.3506349569789308
10205,Los Lagos,Dalcahue,15316.0,1432.0,0.09349236410441326,0.04370593166141622,0.1432787965474103,Sí,Sintética,0.285809711329468,0.2111766420722981,0.360442780586638
10206,Los Lagos,Puqueldón,4192.0,744.0,0.177582537963943,0.1227504484095183,0.2324146275183678,Sí,Directa y Sintética (Fay-Herriot),0.2422483180793752,0.176386575347456,0.3081100608112944
10207,Los Lagos,Queilén,5544.0,680.0,0.1225810557964359,0.06866483636381153,0.1764972752290603,Sí,Sintética,0.2929986448372935,0.2024075918374287,0.3835896978371583
10208,Los Lagos,Quellón,29791.0,2685.0,0.09011758946437072,0.05350445211796125,0.1267307268107802,Sí,Directa y Sintética (Fay-Herriot),0.2990910400907058,0.2328280974172819,0.3653539827641297
10209,Los Lagos,Quemchi,8764.0,1085.0,0.1237815143860561,0.07341320407957592,0.1741498246925363,Sí,Directa y Sintética (Fay-Herriot),0.2341360343338149,0.1637915548691536,0.3044805137984762
10210,Los Lagos,Quinchao,8223.0,1023.0,0.1243995669858368,0.07573539799803591,0.1730637359736376,Sí,Directa y Sintética (Fay-Herriot),0.2524860988007638,0.1799475930205807,0.3250246045809469
10301,Los Lagos,Osorno,175275.0,10799.0,0.06161340893619202,0.04224888259423078,0.08097793527815325,Sí,Directa y Sintética (Fay-Herriot),0.1423975554903045,0.1093147453726444,0.1754803656079645
10302,Los Lagos,Puerto Octay,9108.0,686.0,0.0752986706991756,0.02992024378891709,0.1206770976094341,Sí,Sintética,0.3068151024440027,0.2356974959009808,0.3779327089870247
10303,Los Lagos,Purranque,21006.0,1804.0,0.08589213148773951,0.04912307289466823,0.1226611900808108,Sí,Directa y Sintética (Fay-Herriot),0.2581086143140769,0.1901512861352805,0.3260659424928734
10304,Los Lagos,Puyehue,11806.0,1129.0,0.09566143393676237,0.0465385663296471,0.1447843015438776,Sí,Sintética,0.2394532086292785,0.1726350831747306,0.3062713340838263
10305,Los Lagos,Río Negro,14160.0,1177.0,0.08309811343413728,0.0330018740593433,0.1331943528089313,Sí,Sintética,0.2302825542473828,0.1542824202278959,0.3062826882668697
10306,Los Lagos,San Juan De La Costa,7521.0,967.0,0.1285194389222041,0.08111565783781083,0.1759232200065973,Sí,Directa y Sintética (Fay-Herriot),0.3886530668830446,0.3144550463968893,0.4628510873691998
10307,Los Lagos,San Pablo,10546.0,1036.0,0.09825033302033162,0.05730126418389535,0.1391994018567679,Sí,Directa y Sintética (Fay-Herriot),0.255344153589068,0.1920148554484133,0.3186734517297227
10401,Los Lagos,Chaitén,5052.0,452.0,0.08950986712718918,0.03835242582558416,0.1406673084287942,No,Sintética,0.2469898153169616,0.1645639484074156,0.3294156822265076
10402,Los Lagos,Futaleufú,2872.0,161.0,0.05599040419100522,0.01195583706526606,0.1000249713167444,No,Sintética,0.2272631186649464,0.1450237974948835,0.3095024398350092
10403,Los Lagos,Hualaihué,9556.0,990.0,0.1035540993190805,0.05002970386992459,0.1570784947682365,No,Sintética,0.2618400702035827,0.1777470525873074,0.3459330878198579
10404,Los Lagos,Palena,1821.0,166.0,0.09120230295373533,0.04232957814637565,0.140075027761095,No,Sintética,0.2052198565786676,0.1290423015534412,0.281397411603894
11101,Aysén,Coyhaique,61766.0,1781.0,0.02883525854633565,0.02083166167097903,0.03683885542169227,Sí,Directa y Sintética (Fay-Herriot),0.1396166217967637,0.1231101487152211,0.1561230948783063
11102,Aysén,Lago Verde,913.0,8.0,0.008747026712438896,0.0,0.03557941692713222,Sí,Sintética,0.1795139790829317,0.09708257037754106,0.2619453877883223
11201,Aysén,Aysén,25100.0,1325.0,0.05279856301700174,0.0373685011257815,0.06822862490822199,Sí,Directa y Sintética (Fay-Herriot),0.1279709578340417,0.100818440536214,0.1551234751318694
11202,Aysén,Cisnes,5862.0,290.0,0.04951588699475602,0.006519194831252441,0.09251257915825958,Sí,Sintética,0.123008957507306,0.0800238352853443,0.1659940797292676
11203,Aysén,Guaitecas,1606.0,97.0,0.06050256021365802,0.01066588268595407,0.110339237741362,No,Sintética,0.2215444599908279,0.1295757430415869,0.3135131769400689
11301,Aysén,Cochrane,3722.0,236.0,0.06328163927296156,0.01614081329061677,0.1104224652553063,Sí,Sintética,0.1434959574207131,0.08528735264311157,0.2017045621983146
11302,Aysén,O’higgins,672.0,62.0,0.09157446235094517,0.001554405287811783,0.1815945194140786,No,Sintética,0.1211248795877308,0.02784671495755926,0.2144030442179023
11303,Aysén,Tortel,574.0,26.0,0.04592469714109936,0.0,0.09336785093060075,Sí,Sintética,0.1229530397493346,0.0518597271747384,0.1940463523239307
11401,Aysén,Chile Chico,5143.0,319.0,0.06202078241138624,0.009592250712347428,0.1144493141104251,Sí,Sintética,0.1634580893863592,0.08370295824940645,0.2432132205233119
11402,Aysén,Río Ibáñez,2705.0,189.0,0.06984797922222956,0.01795456533682601,0.1217413931076331,Sí,Sintética,0.1884343834013771,0.09412906185296695,0.2827397049497872
12101,Magallanes,Punta Arenas,144415.0,5055.0,0.03500057934797781,0.02799449609344783,0.04200666260250779,Sí,Directa y Sintética (Fay-Herriot),0.07077180810615799,0.06139509321627994,0.08014852299603603
12102,Magallanes,Laguna Blanca,257.0,6.0,0.02250673905537242,0.0,0.06862948957272061,Sí,Sintética,0.003528202819638844,0.0,0.02143193710817341
12103,Magallanes,Río Verde,207.0,6.0,0.02818903550709916,0.0,0.07259592167405732,Sí,Sintética,0.00113315823170617,0.0,0.01460219210327682
12104,Magallanes,San Gregorio,662.0,53.0,0.08059834822323776,0.008991409257623262,0.1522052871888523,Sí,Sintética,0.09400324020107975,0.001220524865916131,0.1867859555362434
12201,Magallanes,Cabo De Hornos,1977.0,23.0,0.01186221304315507,0.0,0.03566263392065866,Sí,Sintética,0.01579517402425431,0.0,0.04438887381423555
12301,Magallanes,Porvenir,7528.0,273.0,0.03627486931911551,0.01731485840923465,0.05523488022899638,Sí,Directa y Sintética (Fay-Herriot),0.1241992575148237,0.08981543549050718,0.1585830795391403
12302,Magallanes,Primavera,684.0,9.0,0.01296169787156448,0.0,0.03435617590942012,Sí,Sintética,0.07967007989501303,0.0222992398732781,0.1370409199167479
12303,Magallanes,Timaukel,265.0,17.0,0.06433886185884925,0.01455147718698641,0.1141262465307121,Sí,Sintética,0.03427412226890711,0.0,0.07829410367156922
12401,Magallanes,Natales,24339.0,755.0,0.03103493984765365,0.01600101154601625,0.04606886814929105,Sí,Directa y Sintética (Fay-Herriot),0.04613839391734731,0.02108152674548261,0.07119526108921201
12402,Magallanes,Torres Del Paine,1057.0,56.0,0.05271174535144489,0.005624668193631832,0.09979882250925795,Sí,Sintética,0.0333390799061517,0.0,0.08554590877615484
13101,Metropolitana,Santiago,530538.0,20504.0,0.03864781172163236,0.01845423742523857,0.05884138601802615,Sí,Directa y Sintética (Fay-Herriot),0.164653734141174,0.108765166880272,0.220542301402076
13102,Metropolitana,Cerrillos,89907.0,4701.0,0.05228701117757076,0.02071465968862034,0.08385936266652116,Sí,Directa y Sintética (Fay-Herriot),0.2255374730245521,0.1585008138299894,0.2925741322191148
13103,Metropolitana,Cerro Navia,141122.0,8486.0,0.06013533802509001,0.02625186828402971,0.0940188077661503,Sí,Directa y Sintética (Fay-Herriot),0.2302281789574101,0.1620913956399039,0.2983649622749164
13104,Metropolitana,Conchalí,138230.0,8404.0,0.06079947209369204,0.02777361655171998,0.0938253276356641,Sí,Directa y Sintética (Fay-Herriot),0.187201896725848,0.1238011868965875,0.2506026065551085
13105,Metropolitana,El Bosque,170902.0,10593.0,0.06198237259124578,0.03180279411435781,0.09216195106813374,Sí,Directa y Sintética (Fay-Herriot),0.1747738027596023,0.1194955835150284,0.2300520220041761
13106,Metropolitana,Estación Central,218525.0,11019.0,0.05042396159541926,0.02142729878101082,0.0794206244098277,Sí,Directa y Sintética (Fay-Herriot),0.2281163588444093,0.1700745557532161,0.2861581619356025
13107,Metropolitana,Huechuraba,116377.0,4977.0,0.04276557208513348,0.01460415338909637,0.07092699078117058,Sí,Directa y Sintética (Fay-Herriot),0.1864442546840797,0.125224029099259,0.2476644802689003
13108,Metropolitana,Independencia,150807.0,8798.0,0.0583398308206952,0.02322468610012406,0.09345497554126633,Sí,Directa y Sintética (Fay-Herriot),0.2241661693493683,0.1568854928007953,0.2914468458979414
13109,Metropolitana,La Cisterna,101315.0,4146.0,0.04092312857712747,0.01631316151615744,0.0655330956380975,Sí,Directa y Sintética (Fay-Herriot),0.1347279203860801,0.07852809004030532,0.1909277507318549
13110,Metropolitana,La Florida,406402.0,14346.0,0.03529903004289563,0.01658344214696651,0.05401461793882475,Sí,Directa y Sintética (Fay-Herriot),0.1315624336137105,0.09210912431468019,0.1710157429127408
13111,Metropolitana,La Granja,120772.0,7283.0,0.06030167960083704,0.02834047079183522,0.09226288840983887,Sí,Directa y Sintética (Fay-Herriot),0.223084879179912,0.1570391164478729,0.2891306419119511
13112,Metropolitana,La Pintana,189224.0,17586.0,0.09293843186111617,0.0606160170973024,0.1252608466249299,Sí,Directa y Sintética (Fay-Herriot),0.2699824915275631,0.2128074813261815,0.3271575017289447
13113,Metropolitana,La Reina,99946.0,1602.0,0.01602711747203892,0.0002124173112577898,0.03184181763282005,Sí,Directa y Sintética (Fay-Herriot),0.04898036297931806,0.01471340609587828,0.08324731986275784
13114,Metropolitana,Las Condes,339547.0,3088.0,0.009093252219182184,0.0,0.02198203089396757,Sí,Directa y Sintética (Fay-Herriot),0.04432177075426694,0.0188465364394295,0.06979700506910438
13115,Metropolitana,Lo Barnechea,128997.0,1165.0,0.009028313249676453,0.0,0.02240583153825667,Sí,Directa y Sintética (Fay-Herriot),0.1088800332236285,0.06393626697367952,0.1538237994735775
13116,Metropolitana,Lo Espejo,102145.0,6927.0,0.067816947929765,0.02886224541962142,0.1067716504399086,Sí,Directa y Sintética (Fay-Herriot),0.2878065809478786,0.2151864072214393,0.3604267546743178
13117,Metropolitana,Lo Prado,103390.0,5507.0,0.05326684737949042,0.02087189735701343,0.0856617974019674,Sí,Directa y Sintética (Fay-Herriot),0.1932317289685201,0.1262453143460014,0.2602181435910388
13118,Metropolitana,Macul,137336.0,4772.0,0.03474735460906117,0.01105469062962618,0.05844001858849616,Sí,Directa y Sintética (Fay-Herriot),0.1344623981341168,0.08102906299390829,0.1878957332743254
13119,Metropolitana,Maipú,585951.0,19051.0,0.03251240739781768,0.01672289293515045,0.04830192186048492,Sí,Directa y Sintética (Fay-Herriot),0.1484350729123425,0.112277944825555,0.18459220099913
13120,Metropolitana,Ñuñoa,261138.0,3888.0,0.01488843954831383,0.0009518860411394658,0.02882499305548819,Sí,Directa y Sintética (Fay-Herriot),0.05168305952236074,0.01834256589269396,0.08502355315202753
13121,Metropolitana,Pedro Aguirre Cerda,106065.0,5805.0,0.05473172882253488,0.02491512007028301,0.08454833757478675,Sí,Directa y Sintética (Fay-Herriot),0.2017407167822362,0.1395420576969925,0.2639393758674798
13122,Metropolitana,Peñalolén,271089.0,8788.0,0.03241671332301811,0.009643205050035079,0.05519022159600113,Sí,Directa y Sintética (Fay-Herriot),0.1664386719004848,0.1127487640849803,0.2201285797159893
13123,Metropolitana,Providencia,162013.0,2142.0,0.01321907454820707,0.0,0.02769214158533613,Sí,Directa y Sintética (Fay-Herriot),0.0432319776550672,0.01521777858474536,0.07124617672538905
13124,Metropolitana,Pudahuel,259195.0,11317.0,0.04366049437083934,0.0201103452972619,0.06721064344441678,Sí,Directa y Sintética (Fay-Herriot),0.1687675647047248,0.120234978957149,0.2173001504523006
13125,Metropolitana,Quilicura,268706.0,14033.0,0.05222290357877869,0.0257750232617973,0.07867078389576007,Sí,Directa y Sintética (Fay-Herriot),0.1704715356960316,0.1174849310138876,0.2234581403781755
13126,Metropolitana,Quinta Normal,140381.0,3017.0,0.02149306262533348,0.001612883539216972,0.04137324171144999,Sí,Directa y Sintética (Fay-Herriot),0.1968067370077515,0.1376111645422187,0.2560023094732843
13127,Metropolitana,Recoleta,195514.0,10048.0,0.05139075533829257,0.02182977221342387,0.08095173846316128,Sí,Directa y Sintética (Fay-Herriot),0.2116011207242852,0.1521622917270326,0.2710399497215378
